codigo_region;nombre_region;codigo_comuna;nombre_comuna;clasificacion;sexo;tramo_fonasa;beneficiarios
8;Biobío;8101;Concepción;Urbana;Hombre;B;34680
13;Metropolitana de Santiago;13104;Conchalí;Urbana;Hombre;B;20595
5;Valparaíso;5103;Concón;Mixta;Hombre;B;6720
7;Maule;7102;Constitución;Mixta;Hombre;B;7926
8;Biobío;8204;Contulmo;Rural;Hombre;B;1210
3;Atacama;3101;Copiapó;Urbana;Hombre;B;20498
4;Coquimbo;4102;Coquimbo;Urbana;Hombre;B;38871
8;Biobío;8102;Coronel;Urbana;Hombre;B;16294
14;Los Ríos;14102;Corral;Rural;Hombre;B;660
11;Aysén del General Carlos Ibáñez del Campo;11101;Coyhaique;Urbana;Hombre;B;9056
9;La Araucanía;9103;Cunco;Rural;Hombre;B;3514
9;La Araucanía;9203;Curacautín;Mixta;Hombre;B;2819
13;Metropolitana de Santiago;13503;Curacaví;Mixta;Hombre;B;5497
10;Los Lagos;10204;Curaco de Vélez;Rural;Hombre;B;669
8;Biobío;8205;Curanilahue;Mixta;Hombre;B;6137
9;La Araucanía;9104;Curarrehue;Rural;Hombre;B;1813
7;Maule;7103;Curepto;Rural;Hombre;B;1623
7;Maule;7301;Curicó;Urbana;Hombre;B;30867
10;Los Lagos;10205;Dalcahue;Rural;Hombre;B;2680
3;Atacama;3202;Diego de Almagro;Rural;Hombre;B;1197
6;Libertador General Bernardo O'Higgins;6105;Doñihue;Mixta;Hombre;B;4693
13;Metropolitana de Santiago;13105;El Bosque;Urbana;Hombre;B;30109
16;Ñuble;16104;El Carmen;Rural;Hombre;B;2431
13;Metropolitana de Santiago;13602;El Monte;Mixta;Hombre;B;6299
5;Valparaíso;5604;El Quisco;Mixta;Hombre;B;3741
5;Valparaíso;5605;El Tabo;Mixta;Hombre;B;3218
7;Maule;7104;Empedrado;Rural;Hombre;B;905
9;La Araucanía;9204;Ercilla;Rural;Hombre;B;1840
13;Metropolitana de Santiago;13106;Estación Central;Urbana;Hombre;B;19104
8;Biobío;8104;Florida;Rural;Hombre;B;1960
9;La Araucanía;9105;Freire;Rural;Hombre;B;4685
3;Atacama;3303;Freirina;Rural;Hombre;B;1210
10;Los Lagos;10104;Fresia;Rural;Hombre;B;2208
10;Los Lagos;10105;Frutillar;Rural;Hombre;B;3813
10;Los Lagos;10402;Futaleufú;Rural;Hombre;B;363
14;Los Ríos;14202;Futrono;Rural;Hombre;B;3533
9;La Araucanía;9106;Galvarino;Rural;Hombre;B;2426
15;Arica y Parinacota;15202;General Lagos;Rural;Hombre;B;43
9;La Araucanía;9107;Gorbea;Mixta;Hombre;B;2698
6;Libertador General Bernardo O'Higgins;6106;Graneros;Mixta;Hombre;B;3749
11;Aysén del General Carlos Ibáñez del Campo;11203;Guaitecas;Rural;Hombre;B;95
5;Valparaíso;5503;Hijuelas;Mixta;Hombre;B;3754
10;Los Lagos;10403;Hualaihué;Rural;Hombre;B;1262
7;Maule;7302;Hualañé;Rural;Hombre;B;2212
8;Biobío;8112;Hualpén;Urbana;Hombre;B;14532
8;Biobío;8105;Hualqui;Mixta;Hombre;B;4079
1;Tarapacá;1404;Huara;Rural;Hombre;B;433
3;Atacama;3304;Huasco;Rural;Hombre;B;1337
13;Metropolitana de Santiago;13107;Huechuraba;Urbana;Hombre;B;12319
4;Coquimbo;4201;Illapel;Rural;Hombre;B;5120
13;Metropolitana de Santiago;13108;Independencia;Urbana;Hombre;B;15792
1;Tarapacá;1101;Iquique;Urbana;Hombre;B;29439
13;Metropolitana de Santiago;13603;Isla de Maipo;Mixta;Hombre;B;7018
5;Valparaíso;5201;Isla de Pascua;Rural;Hombre;B;618
5;Valparaíso;5104;Juan Fernández;Rural;Hombre;B;135
13;Metropolitana de Santiago;13109;La Cisterna;Urbana;Hombre;B;12923
5;Valparaíso;5504;La Cruz;Mixta;Hombre;B;3699
6;Libertador General Bernardo O'Higgins;6202;La Estrella;Rural;Hombre;B;957
13;Metropolitana de Santiago;13110;La Florida;Urbana;Hombre;B;58015
13;Metropolitana de Santiago;13111;La Granja;Urbana;Hombre;B;24026
4;Coquimbo;4104;La Higuera;Rural;Hombre;B;284
5;Valparaíso;5401;La Ligua;Mixta;Hombre;B;7636
13;Metropolitana de Santiago;13112;La Pintana;Urbana;Hombre;B;26624
13;Metropolitana de Santiago;13113;La Reina;Urbana;Hombre;B;7906
4;Coquimbo;4101;La Serena;Urbana;Hombre;B;38179
14;Los Ríos;14201;La Unión;Rural;Hombre;B;6910
14;Los Ríos;14203;Lago Ranco;Rural;Hombre;B;2452
11;Aysén del General Carlos Ibáñez del Campo;11102;Lago Verde;Rural;Hombre;B;49
12;Magallanes y de la Antártica Chilena;12102;Laguna Blanca;Rural;Hombre;B;8
8;Biobío;8304;Laja;Mixta;Hombre;B;3332
13;Metropolitana de Santiago;13302;Lampa;Urbana;Hombre;B;12992
14;Los Ríos;14103;Lanco;Mixta;Hombre;B;2906
6;Libertador General Bernardo O'Higgins;6107;Las Cabras;Rural;Hombre;B;6287
13;Metropolitana de Santiago;13114;Las Condes;Urbana;Hombre;B;15136
9;La Araucanía;9108;Lautaro;Mixta;Hombre;B;7942
8;Biobío;8201;Lebu;Mixta;Hombre;B;4543
7;Maule;7303;Licantén;Rural;Hombre;B;1304
5;Valparaíso;5802;Limache;Mixta;Hombre;B;7254
7;Maule;7401;Linares;Urbana;Hombre;B;17900
6;Libertador General Bernardo O'Higgins;6203;Litueche;Rural;Hombre;B;1046
5;Valparaíso;5703;Llaillay;Mixta;Hombre;B;3819
10;Los Lagos;10107;Llanquihue;Rural;Hombre;B;3221
13;Metropolitana de Santiago;13115;Lo Barnechea;Urbana;Hombre;B;6901
13;Metropolitana de Santiago;13116;Lo Espejo;Urbana;Hombre;B;16260
13;Metropolitana de Santiago;13117;Lo Prado;Urbana;Hombre;B;20380
6;Libertador General Bernardo O'Higgins;6304;Lolol;Rural;Hombre;B;1774
9;La Araucanía;9109;Loncoche;Mixta;Hombre;B;4092
7;Maule;7403;Longaví;Rural;Hombre;B;7301
9;La Araucanía;9205;Lonquimay;Rural;Hombre;B;1816
5;Valparaíso;5301;Los Andes;Urbana;Hombre;B;9546
14;Los Ríos;14104;Los Lagos;Rural;Hombre;B;3947
10;Los Lagos;10106;Los Muermos;Rural;Hombre;B;3963
9;La Araucanía;9206;Los Sauces;Rural;Hombre;B;1665
4;Coquimbo;4203;Los Vilos;Rural;Hombre;B;2937
8;Biobío;8206;Los Alamos;Rural;Hombre;B;4016
8;Biobío;8301;Los Angeles;Urbana;Hombre;B;34945
8;Biobío;8106;Lota;Mixta;Hombre;B;7804
9;La Araucanía;9207;Lumaco;Rural;Hombre;B;1965
6;Libertador General Bernardo O'Higgins;6108;Machalí;Urbana;Hombre;B;5592
13;Metropolitana de Santiago;13118;Macul;Urbana;Hombre;B;19996
13;Metropolitana de Santiago;13119;Maipú;Urbana;Hombre;B;56382
6;Libertador General Bernardo O'Higgins;6109;Malloa;Rural;Hombre;B;3467
6;Libertador General Bernardo O'Higgins;6204;Marchihue;Rural;Hombre;B;1272
14;Los Ríos;14106;Mariquina;Rural;Hombre;B;4237
2;Antofagasta;2302;María Elena;Rural;Hombre;B;254
13;Metropolitana de Santiago;13504;María Pinto;Rural;Hombre;B;3039
7;Maule;7105;Maule;Mixta;Hombre;B;6538
10;Los Lagos;10108;Maullín;Rural;Hombre;B;2742
2;Antofagasta;2102;Mejillones;Rural;Hombre;B;869
9;La Araucanía;9110;Melipeuco;Rural;Hombre;B;1526
13;Metropolitana de Santiago;13501;Melipilla;Urbana;Hombre;B;25858
7;Maule;7304;Molina;Mixta;Hombre;B;10113
4;Coquimbo;4303;Monte Patria;Rural;Hombre;B;6668
6;Libertador General Bernardo O'Higgins;6110;Mostazal;Mixta;Hombre;B;5120
8;Biobío;8305;Mulchén;Mixta;Hombre;B;5405
14;Los Ríos;14105;Máfil;Mixta;Hombre;B;1732
8;Biobío;8306;Nacimiento;Mixta;Hombre;B;3815
6;Libertador General Bernardo O'Higgins;6305;Nancagua;Mixta;Hombre;B;3544
12;Magallanes y de la Antártica Chilena;12401;Natales;Rural;Hombre;B;4317
6;Libertador General Bernardo O'Higgins;6205;Navidad;Rural;Hombre;B;1703
8;Biobío;8307;Negrete;Rural;Hombre;B;1890
16;Ñuble;16204;Ninhue;Rural;Hombre;B;1506
5;Valparaíso;5506;Nogales;Rural;Hombre;B;3558
9;La Araucanía;9111;Nueva Imperial;Mixta;Hombre;B;7667
11;Aysén del General Carlos Ibáñez del Campo;11302;O'Higgins;Rural;Hombre;B;22
6;Libertador General Bernardo O'Higgins;6111;Olivar;Mixta;Hombre;B;2747
2;Antofagasta;2202;Ollagüe;Rural;Hombre;B;12
5;Valparaíso;5803;Olmué;Rural;Hombre;B;4132
10;Los Lagos;10301;Osorno;Urbana;Hombre;B;28603
4;Coquimbo;4301;Ovalle;Urbana;Hombre;B;21769
13;Metropolitana de Santiago;13604;Padre Hurtado;Urbana;Hombre;B;9285
9;La Araucanía;9112;Padre Las Casas;Mixta;Hombre;B;14046
4;Coquimbo;4105;Paiguano;Rural;Hombre;B;633
14;Los Ríos;14107;Paillaco;Rural;Hombre;B;4088
13;Metropolitana de Santiago;13404;Paine;Mixta;Hombre;B;14680
10;Los Lagos;10404;Palena;Rural;Hombre;B;279
6;Libertador General Bernardo O'Higgins;6306;Palmilla;Rural;Hombre;B;2835
14;Los Ríos;14108;Panguipulli;Rural;Hombre;B;7514
5;Valparaíso;5704;Panquehue;Rural;Hombre;B;1646
5;Valparaíso;5403;Papudo;Rural;Hombre;B;1270
6;Libertador General Bernardo O'Higgins;6206;Paredones;Rural;Hombre;B;1882
7;Maule;7404;Parral;Mixta;Hombre;B;9379
13;Metropolitana de Santiago;13121;Pedro Aguirre Cerda;Urbana;Hombre;B;19257
7;Maule;7106;Pelarco;Rural;Hombre;B;2339
7;Maule;7203;Pelluhue;Rural;Hombre;B;1674
16;Ñuble;16105;Pemuco;Rural;Hombre;B;1908
7;Maule;7107;Pencahue;Rural;Hombre;B;1923
8;Biobío;8107;Penco;Mixta;Hombre;B;7916
6;Libertador General Bernardo O'Higgins;6307;Peralillo;Rural;Hombre;B;2918
9;La Araucanía;9113;Perquenco;Rural;Hombre;B;1182
5;Valparaíso;5404;Petorca;Rural;Hombre;B;2156
6;Libertador General Bernardo O'Higgins;6112;Peumo;Mixta;Hombre;B;2537
13;Metropolitana de Santiago;13605;Peñaflor;Urbana;Hombre;B;14264
13;Metropolitana de Santiago;13122;Peñalolén;Urbana;Hombre;B;35281
1;Tarapacá;1405;Pica;Rural;Hombre;B;1055
6;Libertador General Bernardo O'Higgins;6113;Pichidegua;Rural;Hombre;B;4581
6;Libertador General Bernardo O'Higgins;6201;Pichilemu;Rural;Hombre;B;2920
16;Ñuble;16106;Pinto;Rural;Hombre;B;2927
13;Metropolitana de Santiago;13202;Pirque;Rural;Hombre;B;4852
9;La Araucanía;9114;Pitrufquén;Mixta;Hombre;B;5226
6;Libertador General Bernardo O'Higgins;6308;Placilla;Rural;Hombre;B;2287
16;Ñuble;16205;Portezuelo;Rural;Hombre;B;1304
12;Magallanes y de la Antártica Chilena;12301;Porvenir;Rural;Hombre;B;853
1;Tarapacá;1401;Pozo Almonte;Rural;Hombre;B;2448
12;Magallanes y de la Antártica Chilena;12302;Primavera;Rural;Hombre;B;7
13;Metropolitana de Santiago;13123;Providencia;Urbana;Hombre;B;12688
5;Valparaíso;5105;Puchuncaví;Mixta;Hombre;B;3778
9;La Araucanía;9115;Pucón;Rural;Hombre;B;6907
13;Metropolitana de Santiago;13124;Pudahuel;Urbana;Hombre;B;33000
13;Metropolitana de Santiago;13201;Puente Alto;Urbana;Hombre;B;70899
10;Los Lagos;10101;Puerto Montt;Urbana;Hombre;B;40249
10;Los Lagos;10302;Puerto Octay;Rural;Hombre;B;1562
10;Los Lagos;10109;Puerto Varas;Mixta;Hombre;B;7914
6;Libertador General Bernardo O'Higgins;6309;Pumanque;Rural;Hombre;B;997
4;Coquimbo;4304;Punitaqui;Rural;Hombre;B;2388
12;Magallanes y de la Antártica Chilena;12101;Punta Arenas;Urbana;Hombre;B;18840
10;Los Lagos;10206;Puqueldón;Rural;Hombre;B;694
10;Los Lagos;10303;Purranque;Rural;Hombre;B;4394
9;La Araucanía;9208;Purén;Rural;Hombre;B;1809
5;Valparaíso;5705;Putaendo;Mixta;Hombre;B;3945
15;Arica y Parinacota;15201;Putre;Rural;Hombre;B;124
10;Los Lagos;10304;Puyehue;Rural;Hombre;B;2542
10;Los Lagos;10207;Queilén;Rural;Hombre;B;811
10;Los Lagos;10208;Quellón;Mixta;Hombre;B;4273
10;Los Lagos;10209;Quemchi;Rural;Hombre;B;1594
8;Biobío;8308;Quilaco;Rural;Hombre;B;843
13;Metropolitana de Santiago;13125;Quilicura;Urbana;Hombre;B;25636
8;Biobío;8309;Quilleco;Rural;Hombre;B;1861
5;Valparaíso;5501;Quillota;Urbana;Hombre;B;17461
16;Ñuble;16107;Quillón;Mixta;Hombre;B;3887
5;Valparaíso;5801;Quilpué;Urbana;Hombre;B;23705
10;Los Lagos;10210;Quinchao;Rural;Hombre;B;1215
6;Libertador General Bernardo O'Higgins;6114;Quinta de Tilcoco;Mixta;Hombre;B;3225
13;Metropolitana de Santiago;13126;Quinta Normal;Urbana;Hombre;B;17510
5;Valparaíso;5107;Quintero;Mixta;Hombre;B;4018
16;Ñuble;16201;Quirihue;Mixta;Hombre;B;1678
6;Libertador General Bernardo O'Higgins;6101;Rancagua;Urbana;Hombre;B;39420
16;Ñuble;16206;Ranquil;Rural;Hombre;B;1216
7;Maule;7305;Rauco;Rural;Hombre;B;2725
13;Metropolitana de Santiago;13127;Recoleta;Urbana;Hombre;B;24362
9;La Araucanía;9209;Renaico;Mixta;Hombre;B;1988
13;Metropolitana de Santiago;13128;Renca;Urbana;Hombre;B;21592
6;Libertador General Bernardo O'Higgins;6115;Rengo;Urbana;Hombre;B;12904
6;Libertador General Bernardo O'Higgins;6116;Requínoa;Mixta;Hombre;B;5640
7;Maule;7405;Retiro;Rural;Hombre;B;4896
5;Valparaíso;5303;Rinconada;Rural;Hombre;B;2358
7;Maule;7306;Romeral;Mixta;Hombre;B;3492
14;Los Ríos;14204;Río Bueno;Mixta;Hombre;B;5837
7;Maule;7108;Río Claro;Rural;Hombre;B;2977
4;Coquimbo;4305;Río Hurtado;Rural;Hombre;B;894
11;Aysén del General Carlos Ibáñez del Campo;11402;Río Ibáñez;Rural;Hombre;B;217
10;Los Lagos;10305;Río Negro;Rural;Hombre;B;2964
12;Magallanes y de la Antártica Chilena;12103;Río Verde;Rural;Hombre;B;1
9;La Araucanía;9116;Saavedra;Rural;Hombre;B;2466
7;Maule;7307;Sagrada Familia;Rural;Hombre;B;4700
4;Coquimbo;4204;Salamanca;Rural;Hombre;B;3871
5;Valparaíso;5601;San Antonio;Urbana;Hombre;B;16412
13;Metropolitana de Santiago;13401;San Bernardo;Urbana;Hombre;B;42295
16;Ñuble;16301;San Carlos;Mixta;Hombre;B;11844
7;Maule;7109;San Clemente;Rural;Hombre;B;8422
5;Valparaíso;5304;San Esteban;Mixta;Hombre;B;3177
16;Ñuble;16304;San Fabián;Rural;Hombre;B;1131
5;Valparaíso;5701;San Felipe;Urbana;Hombre;B;14403
6;Libertador General Bernardo O'Higgins;6301;San Fernando;Urbana;Hombre;B;16243
12;Magallanes y de la Antártica Chilena;12104;San Gregorio;Rural;Hombre;B;8
16;Ñuble;16108;San Ignacio;Rural;Hombre;B;3993
7;Maule;7406;San Javier;Mixta;Hombre;B;9321
13;Metropolitana de Santiago;13129;San Joaquín;Urbana;Hombre;B;16478
13;Metropolitana de Santiago;13203;San José de Maipo;Rural;Hombre;B;2127
10;Los Lagos;10306;San Juan de la Costa;Rural;Hombre;B;1937
13;Metropolitana de Santiago;13130;San Miguel;Urbana;Hombre;B;16355
16;Ñuble;16305;San Nicolás;Rural;Hombre;B;2956
10;Los Lagos;10307;San Pablo;Rural;Hombre;B;2172
13;Metropolitana de Santiago;13505;San Pedro;Rural;Hombre;B;2461
2;Antofagasta;2203;San Pedro de Atacama;Rural;Hombre;B;1658
8;Biobío;8108;San Pedro de la Paz;Urbana;Hombre;B;16951
7;Maule;7110;San Rafael;Rural;Hombre;B;2002
13;Metropolitana de Santiago;13131;San Ramón;Urbana;Hombre;B;14157
8;Biobío;8310;San Rosendo;Rural;Hombre;B;633
6;Libertador General Bernardo O'Higgins;6117;San Vicente;Mixta;Hombre;B;11205
8;Biobío;8311;Santa Bárbara;Rural;Hombre;B;3077
6;Libertador General Bernardo O'Higgins;6310;Santa Cruz;Mixta;Hombre;B;10161
8;Biobío;8109;Santa Juana;Mixta;Hombre;B;2072
5;Valparaíso;5706;Santa María;Mixta;Hombre;B;3413
13;Metropolitana de Santiago;13101;Santiago;Urbana;Hombre;B;51435
5;Valparaíso;5606;Santo Domingo;Rural;Hombre;B;2195
2;Antofagasta;2103;Sierra Gorda;Rural;Hombre;B;57
13;Metropolitana de Santiago;13601;Talagante;Urbana;Hombre;B;11059
7;Maule;7101;Talca;Urbana;Hombre;B;43734
8;Biobío;8110;Talcahuano;Urbana;Hombre;B;21977
2;Antofagasta;2104;Taltal;Rural;Hombre;B;1084
9;La Araucanía;9101;Temuco;Urbana;Hombre;B;45326
7;Maule;7308;Teno;Rural;Hombre;B;6300
9;La Araucanía;9117;Teodoro Schmidt;Rural;Hombre;B;2900
3;Atacama;3103;Tierra Amarilla;Rural;Hombre;B;2814
13;Metropolitana de Santiago;13303;Tiltil;Rural;Hombre;B;2636
12;Magallanes y de la Antártica Chilena;12303;Timaukel;Rural;Hombre;B;1
8;Biobío;8207;Tirúa;Rural;Hombre;B;1936
2;Antofagasta;2301;Tocopilla;Rural;Hombre;B;2046
9;La Araucanía;9118;Toltén;Rural;Hombre;B;1809
8;Biobío;8111;Tomé;Urbana;Hombre;B;10355
12;Magallanes y de la Antártica Chilena;12402;Torres del Paine;Rural;Hombre;B;7
11;Aysén del General Carlos Ibáñez del Campo;11303;Tortel;Rural;Hombre;B;21
9;La Araucanía;9210;Traiguén;Mixta;Hombre;B;3112
16;Ñuble;16207;Treguaco;Rural;Hombre;B;1208
8;Biobío;8312;Tucapel;Rural;Hombre;B;2995
14;Los Ríos;14101;Valdivia;Urbana;Hombre;B;27420
3;Atacama;3301;Vallenar;Mixta;Hombre;B;7403
5;Valparaíso;5101;Valparaíso;Urbana;Hombre;B;49923
7;Maule;7309;Vichuquén;Rural;Hombre;B;1114
9;La Araucanía;9211;Victoria;Mixta;Hombre;B;7225
4;Coquimbo;4106;Vicuña;Rural;Hombre;B;4601
9;La Araucanía;9119;Vilcún;Rural;Hombre;B;5193
7;Maule;7407;Villa Alegre;Mixta;Hombre;B;3931
5;Valparaíso;5804;Villa Alemana;Urbana;Hombre;B;19915
9;La Araucanía;9120;Villarrica;Mixta;Hombre;B;13055
13;Metropolitana de Santiago;13132;Vitacura;Urbana;Hombre;B;2765
5;Valparaíso;5109;Viña del Mar;Urbana;Hombre;B;49797
7;Maule;7408;Yerbas Buenas;Rural;Hombre;B;4444
8;Biobío;8313;Yumbel;Mixta;Hombre;B;3923
16;Ñuble;16109;Yungay;Mixta;Hombre;B;2568
5;Valparaíso;5405;Zapallar;Rural;Hombre;B;1819
16;Ñuble;16303;Ñiquén;Rural;Hombre;B;2618
13;Metropolitana de Santiago;13120;Ñuñoa;Urbana;Hombre;B;17828
5;Valparaíso;5602;Algarrobo;Mixta;Hombre;C;1460
13;Metropolitana de Santiago;13502;Alhué;Rural;Hombre;C;683
8;Biobío;8314;Alto Biobío;Rural;Hombre;C;405
3;Atacama;3302;Alto del Carmen;Rural;Hombre;C;355
1;Tarapacá;1107;Alto Hospicio;Urbana;Hombre;C;8861
10;Los Lagos;10202;Ancud;Mixta;Hombre;C;3019
4;Coquimbo;4103;Andacollo;Rural;Hombre;C;527
9;La Araucanía;9201;Angol;Urbana;Hombre;C;4488
2;Antofagasta;2101;Antofagasta;Urbana;Hombre;C;28856
8;Biobío;8302;Antuco;Rural;Hombre;C;320
12;Magallanes y de la Antártica Chilena;12202;Antártica;NA;Hombre;C;8
8;Biobío;8202;Arauco;Rural;Hombre;C;2502
15;Arica y Parinacota;15101;Arica;Urbana;Hombre;C;16232
11;Aysén del General Carlos Ibáñez del Campo;11201;Aysén;Rural;Hombre;C;1412
13;Metropolitana de Santiago;13402;Buin;Urbana;Hombre;C;8421
16;Ñuble;16102;Bulnes;Rural;Hombre;C;1706
5;Valparaíso;5402;Cabildo;Mixta;Hombre;C;1672
12;Magallanes y de la Antártica Chilena;12201;Cabo de Hornos;Rural;Hombre;C;29
8;Biobío;8303;Cabrero;Rural;Hombre;C;2920
2;Antofagasta;2201;Calama;Urbana;Hombre;C;12101
10;Los Lagos;10102;Calbuco;Mixta;Hombre;C;2343
3;Atacama;3102;Caldera;Rural;Hombre;C;1501
5;Valparaíso;5502;Calera;Urbana;Hombre;C;3953
13;Metropolitana de Santiago;13403;Calera de Tango;Mixta;Hombre;C;2014
5;Valparaíso;5302;Calle Larga;Mixta;Hombre;C;1204
15;Arica y Parinacota;15102;Camarones;Rural;Hombre;C;15
1;Tarapacá;1402;Camiña;Rural;Hombre;C;57
4;Coquimbo;4202;Canela;Rural;Hombre;C;734
9;La Araucanía;9102;Carahue;Rural;Hombre;C;1342
5;Valparaíso;5603;Cartagena;Mixta;Hombre;C;2083
5;Valparaíso;5102;Casablanca;Mixta;Hombre;C;2347
10;Los Lagos;10201;Castro;Mixta;Hombre;C;4273
5;Valparaíso;5702;Catemu;Rural;Hombre;C;1118
7;Maule;7201;Cauquenes;Rural;Hombre;C;2814
8;Biobío;8203;Cañete;Rural;Hombre;C;1998
13;Metropolitana de Santiago;13102;Cerrillos;Urbana;Hombre;C;5468
13;Metropolitana de Santiago;13103;Cerro Navia;Urbana;Hombre;C;11613
10;Los Lagos;10401;Chaitén;Rural;Hombre;C;161
7;Maule;7202;Chanco;Rural;Hombre;C;451
3;Atacama;3201;Chañaral;Rural;Hombre;C;1039
8;Biobío;8103;Chiguayante;Urbana;Hombre;C;6455
11;Aysén del General Carlos Ibáñez del Campo;11401;Chile Chico;Rural;Hombre;C;368
16;Ñuble;16101;Chillán;Urbana;Hombre;C;14924
16;Ñuble;16103;Chillán Viejo;Mixta;Hombre;C;3017
6;Libertador General Bernardo O'Higgins;6303;Chimbarongo;Rural;Hombre;C;2364
9;La Araucanía;9121;Cholchol;Rural;Hombre;C;825
10;Los Lagos;10203;Chonchi;Rural;Hombre;C;1231
6;Libertador General Bernardo O'Higgins;6302;Chépica;Mixta;Hombre;C;1123
11;Aysén del General Carlos Ibáñez del Campo;11202;Cisnes;Rural;Hombre;C;375
16;Ñuble;16202;Cobquecura;Rural;Hombre;C;363
10;Los Lagos;10103;Cochamó;Rural;Hombre;C;146
11;Aysén del General Carlos Ibáñez del Campo;11301;Cochrane;Rural;Hombre;C;280
6;Libertador General Bernardo O'Higgins;6102;Codegua;Mixta;Hombre;C;1600
16;Ñuble;16203;Coelemu;Rural;Hombre;C;898
16;Ñuble;16302;Coihueco;Rural;Hombre;C;2415
6;Libertador General Bernardo O'Higgins;6103;Coinco;Rural;Hombre;C;288
7;Maule;7402;Colbún;Rural;Hombre;C;2165
1;Tarapacá;1403;Colchane;Rural;Hombre;C;36
13;Metropolitana de Santiago;13301;Colina;Urbana;Hombre;C;10235
9;La Araucanía;9202;Collipulli;Rural;Hombre;C;1444
6;Libertador General Bernardo O'Higgins;6104;Coltauco;Mixta;Hombre;C;1470
4;Coquimbo;4302;Combarbalá;Rural;Hombre;C;731
8;Biobío;8101;Concepción;Urbana;Hombre;C;17677
13;Metropolitana de Santiago;13104;Conchalí;Urbana;Hombre;C;11346
5;Valparaíso;5103;Concón;Mixta;Hombre;C;3399
7;Maule;7102;Constitución;Mixta;Hombre;C;4446
8;Biobío;8204;Contulmo;Rural;Hombre;C;360
3;Atacama;3101;Copiapó;Urbana;Hombre;C;12002
4;Coquimbo;4102;Coquimbo;Urbana;Hombre;C;20302
8;Biobío;8102;Coronel;Urbana;Hombre;C;8753
14;Los Ríos;14102;Corral;Rural;Hombre;C;265
11;Aysén del General Carlos Ibáñez del Campo;11101;Coyhaique;Urbana;Hombre;C;4492
9;La Araucanía;9103;Cunco;Rural;Hombre;C;1481
9;La Araucanía;9203;Curacautín;Mixta;Hombre;C;936
13;Metropolitana de Santiago;13503;Curacaví;Mixta;Hombre;C;2122
10;Los Lagos;10204;Curaco de Vélez;Rural;Hombre;C;320
8;Biobío;8205;Curanilahue;Mixta;Hombre;C;2376
9;La Araucanía;9104;Curarrehue;Rural;Hombre;C;670
7;Maule;7103;Curepto;Rural;Hombre;C;521
7;Maule;7301;Curicó;Urbana;Hombre;C;12851
10;Los Lagos;10205;Dalcahue;Rural;Hombre;C;1315
3;Atacama;3202;Diego de Almagro;Rural;Hombre;C;1038
6;Libertador General Bernardo O'Higgins;6105;Doñihue;Mixta;Hombre;C;2059
13;Metropolitana de Santiago;13105;El Bosque;Urbana;Hombre;C;15657
16;Ñuble;16104;El Carmen;Rural;Hombre;C;669
13;Metropolitana de Santiago;13602;El Monte;Mixta;Hombre;C;3084
5;Valparaíso;5604;El Quisco;Mixta;Hombre;C;1596
5;Valparaíso;5605;El Tabo;Mixta;Hombre;C;1151
7;Maule;7104;Empedrado;Rural;Hombre;C;576
9;La Araucanía;9204;Ercilla;Rural;Hombre;C;614
13;Metropolitana de Santiago;13106;Estación Central;Urbana;Hombre;C;12209
8;Biobío;8104;Florida;Rural;Hombre;C;826
9;La Araucanía;9105;Freire;Rural;Hombre;C;2226
3;Atacama;3303;Freirina;Rural;Hombre;C;632
10;Los Lagos;10104;Fresia;Rural;Hombre;C;757
10;Los Lagos;10105;Frutillar;Rural;Hombre;C;1893
10;Los Lagos;10402;Futaleufú;Rural;Hombre;C;138
14;Los Ríos;14202;Futrono;Rural;Hombre;C;1531
9;La Araucanía;9106;Galvarino;Rural;Hombre;C;764
15;Arica y Parinacota;15202;General Lagos;Rural;Hombre;C;15
9;La Araucanía;9107;Gorbea;Mixta;Hombre;C;1003
6;Libertador General Bernardo O'Higgins;6106;Graneros;Mixta;Hombre;C;1580
11;Aysén del General Carlos Ibáñez del Campo;11203;Guaitecas;Rural;Hombre;C;30
5;Valparaíso;5503;Hijuelas;Mixta;Hombre;C;1743
10;Los Lagos;10403;Hualaihué;Rural;Hombre;C;542
7;Maule;7302;Hualañé;Rural;Hombre;C;585
8;Biobío;8112;Hualpén;Urbana;Hombre;C;7751
8;Biobío;8105;Hualqui;Mixta;Hombre;C;1996
1;Tarapacá;1404;Huara;Rural;Hombre;C;168
3;Atacama;3304;Huasco;Rural;Hombre;C;662
13;Metropolitana de Santiago;13107;Huechuraba;Urbana;Hombre;C;6597
4;Coquimbo;4201;Illapel;Rural;Hombre;C;2618
13;Metropolitana de Santiago;13108;Independencia;Urbana;Hombre;C;9611
1;Tarapacá;1101;Iquique;Urbana;Hombre;C;16743
13;Metropolitana de Santiago;13603;Isla de Maipo;Mixta;Hombre;C;3245
5;Valparaíso;5201;Isla de Pascua;Rural;Hombre;C;356
5;Valparaíso;5104;Juan Fernández;Rural;Hombre;C;25
13;Metropolitana de Santiago;13109;La Cisterna;Urbana;Hombre;C;6867
5;Valparaíso;5504;La Cruz;Mixta;Hombre;C;1802
6;Libertador General Bernardo O'Higgins;6202;La Estrella;Rural;Hombre;C;344
13;Metropolitana de Santiago;13110;La Florida;Urbana;Hombre;C;30657
13;Metropolitana de Santiago;13111;La Granja;Urbana;Hombre;C;12631
4;Coquimbo;4104;La Higuera;Rural;Hombre;C;123
