codigo_region;nombre_region;codigo_comuna;nombre_comuna;clasificacion;sexo;tramo_fonasa;beneficiarios
11;Aysén del General Carlos Ibáñez del Campo;11302;O'Higgins;Rural;Hombre;D;18
6;Libertador General Bernardo O'Higgins;6111;Olivar;Mixta;Hombre;D;2112
2;Antofagasta;2202;Ollagüe;Rural;Hombre;D;17
5;Valparaíso;5803;Olmué;Rural;Hombre;D;1970
10;Los Lagos;10301;Osorno;Urbana;Hombre;D;19332
4;Coquimbo;4301;Ovalle;Urbana;Hombre;D;15704
13;Metropolitana de Santiago;13604;Padre Hurtado;Urbana;Hombre;D;8560
9;La Araucanía;9112;Padre Las Casas;Mixta;Hombre;D;8347
4;Coquimbo;4105;Paiguano;Rural;Hombre;D;394
14;Los Ríos;14107;Paillaco;Rural;Hombre;D;2406
13;Metropolitana de Santiago;13404;Paine;Mixta;Hombre;D;9253
10;Los Lagos;10404;Palena;Rural;Hombre;D;121
6;Libertador General Bernardo O'Higgins;6306;Palmilla;Rural;Hombre;D;1496
14;Los Ríos;14108;Panguipulli;Rural;Hombre;D;3862
5;Valparaíso;5704;Panquehue;Rural;Hombre;D;1200
5;Valparaíso;5403;Papudo;Rural;Hombre;D;816
6;Libertador General Bernardo O'Higgins;6206;Paredones;Rural;Hombre;D;536
7;Maule;7404;Parral;Mixta;Hombre;D;3748
13;Metropolitana de Santiago;13121;Pedro Aguirre Cerda;Urbana;Hombre;D;14467
7;Maule;7106;Pelarco;Rural;Hombre;D;1284
7;Maule;7203;Pelluhue;Rural;Hombre;D;631
16;Ñuble;16105;Pemuco;Rural;Hombre;D;917
7;Maule;7107;Pencahue;Rural;Hombre;D;1158
8;Biobío;8107;Penco;Mixta;Hombre;D;6798
6;Libertador General Bernardo O'Higgins;6307;Peralillo;Rural;Hombre;D;1626
9;La Araucanía;9113;Perquenco;Rural;Hombre;D;695
5;Valparaíso;5404;Petorca;Rural;Hombre;D;1432
6;Libertador General Bernardo O'Higgins;6112;Peumo;Mixta;Hombre;D;1752
13;Metropolitana de Santiago;13605;Peñaflor;Urbana;Hombre;D;12396
13;Metropolitana de Santiago;13122;Peñalolén;Urbana;Hombre;D;27369
1;Tarapacá;1405;Pica;Rural;Hombre;D;908
6;Libertador General Bernardo O'Higgins;6113;Pichidegua;Rural;Hombre;D;2160
6;Libertador General Bernardo O'Higgins;6201;Pichilemu;Rural;Hombre;D;1057
16;Ñuble;16106;Pinto;Rural;Hombre;D;1140
13;Metropolitana de Santiago;13202;Pirque;Rural;Hombre;D;3490
9;La Araucanía;9114;Pitrufquén;Mixta;Hombre;D;2832
6;Libertador General Bernardo O'Higgins;6308;Placilla;Rural;Hombre;D;1018
16;Ñuble;16205;Portezuelo;Rural;Hombre;D;389
12;Magallanes y de la Antártica Chilena;12301;Porvenir;Rural;Hombre;D;1113
1;Tarapacá;1401;Pozo Almonte;Rural;Hombre;D;2662
12;Magallanes y de la Antártica Chilena;12302;Primavera;Rural;Hombre;D;16
13;Metropolitana de Santiago;13123;Providencia;Urbana;Hombre;D;11360
5;Valparaíso;5105;Puchuncaví;Mixta;Hombre;D;2582
9;La Araucanía;9115;Pucón;Rural;Hombre;D;3542
13;Metropolitana de Santiago;13124;Pudahuel;Urbana;Hombre;D;31474
13;Metropolitana de Santiago;13201;Puente Alto;Urbana;Hombre;D;63125
10;Los Lagos;10101;Puerto Montt;Urbana;Hombre;D;36500
10;Los Lagos;10302;Puerto Octay;Rural;Hombre;D;1213
10;Los Lagos;10109;Puerto Varas;Mixta;Hombre;D;5997
6;Libertador General Bernardo O'Higgins;6309;Pumanque;Rural;Hombre;D;473
4;Coquimbo;4304;Punitaqui;Rural;Hombre;D;1786
12;Magallanes y de la Antártica Chilena;12101;Punta Arenas;Urbana;Hombre;D;20258
10;Los Lagos;10206;Puqueldón;Rural;Hombre;D;516
10;Los Lagos;10303;Purranque;Rural;Hombre;D;2597
9;La Araucanía;9208;Purén;Rural;Hombre;D;667
5;Valparaíso;5705;Putaendo;Mixta;Hombre;D;1778
15;Arica y Parinacota;15201;Putre;Rural;Hombre;D;84
10;Los Lagos;10304;Puyehue;Rural;Hombre;D;1708
10;Los Lagos;10207;Queilén;Rural;Hombre;D;472
10;Los Lagos;10208;Quellón;Mixta;Hombre;D;4738
10;Los Lagos;10209;Quemchi;Rural;Hombre;D;1326
8;Biobío;8308;Quilaco;Rural;Hombre;D;454
13;Metropolitana de Santiago;13125;Quilicura;Urbana;Hombre;D;30169
8;Biobío;8309;Quilleco;Rural;Hombre;D;1532
5;Valparaíso;5501;Quillota;Urbana;Hombre;D;12420
16;Ñuble;16107;Quillón;Mixta;Hombre;D;1917
5;Valparaíso;5801;Quilpué;Urbana;Hombre;D;18449
10;Los Lagos;10210;Quinchao;Rural;Hombre;D;836
6;Libertador General Bernardo O'Higgins;6114;Quinta de Tilcoco;Mixta;Hombre;D;1503
13;Metropolitana de Santiago;13126;Quinta Normal;Urbana;Hombre;D;15697
5;Valparaíso;5107;Quintero;Mixta;Hombre;D;3395
16;Ñuble;16201;Quirihue;Mixta;Hombre;D;706
6;Libertador General Bernardo O'Higgins;6101;Rancagua;Urbana;Hombre;D;35457
16;Ñuble;16206;Ranquil;Rural;Hombre;D;811
7;Maule;7305;Rauco;Rural;Hombre;D;1078
13;Metropolitana de Santiago;13127;Recoleta;Urbana;Hombre;D;18536
9;La Araucanía;9209;Renaico;Mixta;Hombre;D;1618
13;Metropolitana de Santiago;13128;Renca;Urbana;Hombre;D;20078
6;Libertador General Bernardo O'Higgins;6115;Rengo;Urbana;Hombre;D;8065
6;Libertador General Bernardo O'Higgins;6116;Requínoa;Mixta;Hombre;D;4086
7;Maule;7405;Retiro;Rural;Hombre;D;2019
5;Valparaíso;5303;Rinconada;Rural;Hombre;D;1676
7;Maule;7306;Romeral;Mixta;Hombre;D;1909
14;Los Ríos;14204;Río Bueno;Mixta;Hombre;D;3598
7;Maule;7108;Río Claro;Rural;Hombre;D;1540
4;Coquimbo;4305;Río Hurtado;Rural;Hombre;D;552
11;Aysén del General Carlos Ibáñez del Campo;11402;Río Ibáñez;Rural;Hombre;D;104
10;Los Lagos;10305;Río Negro;Rural;Hombre;D;1607
12;Magallanes y de la Antártica Chilena;12103;Río Verde;Rural;Hombre;D;3
9;La Araucanía;9116;Saavedra;Rural;Hombre;D;779
7;Maule;7307;Sagrada Familia;Rural;Hombre;D;2540
4;Coquimbo;4204;Salamanca;Rural;Hombre;D;3540
5;Valparaíso;5601;San Antonio;Urbana;Hombre;D;12037
13;Metropolitana de Santiago;13401;San Bernardo;Urbana;Hombre;D;35996
16;Ñuble;16301;San Carlos;Mixta;Hombre;D;5546
7;Maule;7109;San Clemente;Rural;Hombre;D;5408
5;Valparaíso;5304;San Esteban;Mixta;Hombre;D;2677
16;Ñuble;16304;San Fabián;Rural;Hombre;D;518
5;Valparaíso;5701;San Felipe;Urbana;Hombre;D;9395
6;Libertador General Bernardo O'Higgins;6301;San Fernando;Urbana;Hombre;D;10914
12;Magallanes y de la Antártica Chilena;12104;San Gregorio;Rural;Hombre;D;22
16;Ñuble;16108;San Ignacio;Rural;Hombre;D;1454
7;Maule;7406;San Javier;Mixta;Hombre;D;4921
13;Metropolitana de Santiago;13129;San Joaquín;Urbana;Hombre;D;12611
13;Metropolitana de Santiago;13203;San José de Maipo;Rural;Hombre;D;1674
10;Los Lagos;10306;San Juan de la Costa;Rural;Hombre;D;736
13;Metropolitana de Santiago;13130;San Miguel;Urbana;Hombre;D;15902
16;Ñuble;16305;San Nicolás;Rural;Hombre;D;1444
10;Los Lagos;10307;San Pablo;Rural;Hombre;D;1274
13;Metropolitana de Santiago;13505;San Pedro;Rural;Hombre;D;1243
2;Antofagasta;2203;San Pedro de Atacama;Rural;Hombre;D;1916
8;Biobío;8108;San Pedro de la Paz;Urbana;Hombre;D;14838
7;Maule;7110;San Rafael;Rural;Hombre;D;1410
13;Metropolitana de Santiago;13131;San Ramón;Urbana;Hombre;D;10373
8;Biobío;8310;San Rosendo;Rural;Hombre;D;665
6;Libertador General Bernardo O'Higgins;6117;San Vicente;Mixta;Hombre;D;5636
8;Biobío;8311;Santa Bárbara;Rural;Hombre;D;1758
6;Libertador General Bernardo O'Higgins;6310;Santa Cruz;Mixta;Hombre;D;4379
8;Biobío;8109;Santa Juana;Mixta;Hombre;D;1419
5;Valparaíso;5706;Santa María;Mixta;Hombre;D;1889
13;Metropolitana de Santiago;13101;Santiago;Urbana;Hombre;D;53183
5;Valparaíso;5606;Santo Domingo;Rural;Hombre;D;1644
2;Antofagasta;2103;Sierra Gorda;Rural;Hombre;D;146
13;Metropolitana de Santiago;13601;Talagante;Urbana;Hombre;D;9254
7;Maule;7101;Talca;Urbana;Hombre;D;28630
8;Biobío;8110;Talcahuano;Urbana;Hombre;D;21807
2;Antofagasta;2104;Taltal;Rural;Hombre;D;1201
9;La Araucanía;9101;Temuco;Urbana;Hombre;D;31486
7;Maule;7308;Teno;Rural;Hombre;D;3420
9;La Araucanía;9117;Teodoro Schmidt;Rural;Hombre;D;925
3;Atacama;3103;Tierra Amarilla;Rural;Hombre;D;3645
13;Metropolitana de Santiago;13303;Tiltil;Rural;Hombre;D;2681
12;Magallanes y de la Antártica Chilena;12303;Timaukel;Rural;Hombre;D;8
8;Biobío;8207;Tirúa;Rural;Hombre;D;953
2;Antofagasta;2301;Tocopilla;Rural;Hombre;D;2582
9;La Araucanía;9118;Toltén;Rural;Hombre;D;630
8;Biobío;8111;Tomé;Urbana;Hombre;D;7276
12;Magallanes y de la Antártica Chilena;12402;Torres del Paine;Rural;Hombre;D;12
11;Aysén del General Carlos Ibáñez del Campo;11303;Tortel;Rural;Hombre;D;20
9;La Araucanía;9210;Traiguén;Mixta;Hombre;D;1051
16;Ñuble;16207;Treguaco;Rural;Hombre;D;862
8;Biobío;8312;Tucapel;Rural;Hombre;D;2270
14;Los Ríos;14101;Valdivia;Urbana;Hombre;D;18873
3;Atacama;3301;Vallenar;Mixta;Hombre;D;8941
5;Valparaíso;5101;Valparaíso;Urbana;Hombre;D;35934
7;Maule;7309;Vichuquén;Rural;Hombre;D;391
9;La Araucanía;9211;Victoria;Mixta;Hombre;D;3671
4;Coquimbo;4106;Vicuña;Rural;Hombre;D;3459
9;La Araucanía;9119;Vilcún;Rural;Hombre;D;2873
7;Maule;7407;Villa Alegre;Mixta;Hombre;D;1904
5;Valparaíso;5804;Villa Alemana;Urbana;Hombre;D;14953
9;La Araucanía;9120;Villarrica;Mixta;Hombre;D;6663
13;Metropolitana de Santiago;13132;Vitacura;Urbana;Hombre;D;2232
5;Valparaíso;5109;Viña del Mar;Urbana;Hombre;D;37153
7;Maule;7408;Yerbas Buenas;Rural;Hombre;D;2412
8;Biobío;8313;Yumbel;Mixta;Hombre;D;2316
16;Ñuble;16109;Yungay;Mixta;Hombre;D;1853
5;Valparaíso;5405;Zapallar;Rural;Hombre;D;1245
16;Ñuble;16303;Ñiquén;Rural;Hombre;D;1105
13;Metropolitana de Santiago;13120;Ñuñoa;Urbana;Hombre;D;16189
1;Tarapacá;1107;Alto Hospicio;Urbana;Indeterminado;A;7
9;La Araucanía;9201;Angol;Urbana;Indeterminado;A;1
2;Antofagasta;2101;Antofagasta;Urbana;Indeterminado;A;19
8;Biobío;8202;Arauco;Rural;Indeterminado;A;1
15;Arica y Parinacota;15101;Arica;Urbana;Indeterminado;A;17
2;Antofagasta;2201;Calama;Urbana;Indeterminado;A;9
3;Atacama;3102;Caldera;Rural;Indeterminado;A;1
13;Metropolitana de Santiago;13403;Calera de Tango;Mixta;Indeterminado;A;1
10;Los Lagos;10201;Castro;Mixta;Indeterminado;A;1
13;Metropolitana de Santiago;13102;Cerrillos;Urbana;Indeterminado;A;4
13;Metropolitana de Santiago;13103;Cerro Navia;Urbana;Indeterminado;A;16
16;Ñuble;16101;Chillán;Urbana;Indeterminado;A;2
6;Libertador General Bernardo O'Higgins;6303;Chimbarongo;Rural;Indeterminado;A;1
6;Libertador General Bernardo O'Higgins;6102;Codegua;Mixta;Indeterminado;A;1
13;Metropolitana de Santiago;13301;Colina;Urbana;Indeterminado;A;10
8;Biobío;8101;Concepción;Urbana;Indeterminado;A;5
13;Metropolitana de Santiago;13104;Conchalí;Urbana;Indeterminado;A;8
3;Atacama;3101;Copiapó;Urbana;Indeterminado;A;4
4;Coquimbo;4102;Coquimbo;Urbana;Indeterminado;A;4
8;Biobío;8102;Coronel;Urbana;Indeterminado;A;1
7;Maule;7301;Curicó;Urbana;Indeterminado;A;4
3;Atacama;3202;Diego de Almagro;Rural;Indeterminado;A;1
13;Metropolitana de Santiago;13105;El Bosque;Urbana;Indeterminado;A;11
13;Metropolitana de Santiago;13106;Estación Central;Urbana;Indeterminado;A;18
8;Biobío;8112;Hualpén;Urbana;Indeterminado;A;2
1;Tarapacá;1404;Huara;Rural;Indeterminado;A;1
3;Atacama;3304;Huasco;Rural;Indeterminado;A;1
13;Metropolitana de Santiago;13107;Huechuraba;Urbana;Indeterminado;A;2
13;Metropolitana de Santiago;13108;Independencia;Urbana;Indeterminado;A;23
1;Tarapacá;1101;Iquique;Urbana;Indeterminado;A;12
13;Metropolitana de Santiago;13109;La Cisterna;Urbana;Indeterminado;A;8
13;Metropolitana de Santiago;13110;La Florida;Urbana;Indeterminado;A;7
13;Metropolitana de Santiago;13111;La Granja;Urbana;Indeterminado;A;14
5;Valparaíso;5401;La Ligua;Mixta;Indeterminado;A;1
13;Metropolitana de Santiago;13112;La Pintana;Urbana;Indeterminado;A;10
4;Coquimbo;4101;La Serena;Urbana;Indeterminado;A;2
13;Metropolitana de Santiago;13302;Lampa;Urbana;Indeterminado;A;3
6;Libertador General Bernardo O'Higgins;6107;Las Cabras;Rural;Indeterminado;A;1
13;Metropolitana de Santiago;13114;Las Condes;Urbana;Indeterminado;A;1
13;Metropolitana de Santiago;13115;Lo Barnechea;Urbana;Indeterminado;A;3
13;Metropolitana de Santiago;13116;Lo Espejo;Urbana;Indeterminado;A;1
13;Metropolitana de Santiago;13117;Lo Prado;Urbana;Indeterminado;A;4
8;Biobío;8206;Los Alamos;Rural;Indeterminado;A;1
8;Biobío;8301;Los Angeles;Urbana;Indeterminado;A;1
6;Libertador General Bernardo O'Higgins;6108;Machalí;Urbana;Indeterminado;A;1
13;Metropolitana de Santiago;13118;Macul;Urbana;Indeterminado;A;4
13;Metropolitana de Santiago;13119;Maipú;Urbana;Indeterminado;A;3
13;Metropolitana de Santiago;13504;María Pinto;Rural;Indeterminado;A;1
13;Metropolitana de Santiago;13501;Melipilla;Urbana;Indeterminado;A;3
7;Maule;7304;Molina;Mixta;Indeterminado;A;1
9;La Araucanía;9112;Padre Las Casas;Mixta;Indeterminado;A;1
13;Metropolitana de Santiago;13404;Paine;Mixta;Indeterminado;A;2
6;Libertador General Bernardo O'Higgins;6306;Palmilla;Rural;Indeterminado;A;1
13;Metropolitana de Santiago;13121;Pedro Aguirre Cerda;Urbana;Indeterminado;A;3
13;Metropolitana de Santiago;13605;Peñaflor;Urbana;Indeterminado;A;2
13;Metropolitana de Santiago;13122;Peñalolén;Urbana;Indeterminado;A;3
1;Tarapacá;1401;Pozo Almonte;Rural;Indeterminado;A;1
13;Metropolitana de Santiago;13123;Providencia;Urbana;Indeterminado;A;1
13;Metropolitana de Santiago;13124;Pudahuel;Urbana;Indeterminado;A;7
13;Metropolitana de Santiago;13201;Puente Alto;Urbana;Indeterminado;A;8
10;Los Lagos;10101;Puerto Montt;Urbana;Indeterminado;A;4
10;Los Lagos;10109;Puerto Varas;Mixta;Indeterminado;A;1
12;Magallanes y de la Antártica Chilena;12101;Punta Arenas;Urbana;Indeterminado;A;2
13;Metropolitana de Santiago;13125;Quilicura;Urbana;Indeterminado;A;9
5;Valparaíso;5501;Quillota;Urbana;Indeterminado;A;1
16;Ñuble;16107;Quillón;Mixta;Indeterminado;A;1
5;Valparaíso;5801;Quilpué;Urbana;Indeterminado;A;3
10;Los Lagos;10210;Quinchao;Rural;Indeterminado;A;1
13;Metropolitana de Santiago;13126;Quinta Normal;Urbana;Indeterminado;A;20
6;Libertador General Bernardo O'Higgins;6101;Rancagua;Urbana;Indeterminado;A;6
13;Metropolitana de Santiago;13127;Recoleta;Urbana;Indeterminado;A;10
13;Metropolitana de Santiago;13128;Renca;Urbana;Indeterminado;A;11
6;Libertador General Bernardo O'Higgins;6115;Rengo;Urbana;Indeterminado;A;3
13;Metropolitana de Santiago;13401;San Bernardo;Urbana;Indeterminado;A;7
5;Valparaíso;5304;San Esteban;Mixta;Indeterminado;A;1
5;Valparaíso;5701;San Felipe;Urbana;Indeterminado;A;2
6;Libertador General Bernardo O'Higgins;6301;San Fernando;Urbana;Indeterminado;A;3
16;Ñuble;16108;San Ignacio;Rural;Indeterminado;A;1
13;Metropolitana de Santiago;13129;San Joaquín;Urbana;Indeterminado;A;5
13;Metropolitana de Santiago;13130;San Miguel;Urbana;Indeterminado;A;3
13;Metropolitana de Santiago;13505;San Pedro;Rural;Indeterminado;A;7
13;Metropolitana de Santiago;13131;San Ramón;Urbana;Indeterminado;A;1
6;Libertador General Bernardo O'Higgins;6310;Santa Cruz;Mixta;Indeterminado;A;3
13;Metropolitana de Santiago;13101;Santiago;Urbana;Indeterminado;A;37
7;Maule;7101;Talca;Urbana;Indeterminado;A;3
2;Antofagasta;2104;Taltal;Rural;Indeterminado;A;1
9;La Araucanía;9101;Temuco;Urbana;Indeterminado;A;2
3;Atacama;3301;Vallenar;Mixta;Indeterminado;A;1
5;Valparaíso;5101;Valparaíso;Urbana;Indeterminado;A;2
5;Valparaíso;5109;Viña del Mar;Urbana;Indeterminado;A;3
13;Metropolitana de Santiago;13120;Ñuñoa;Urbana;Indeterminado;A;3
3;Atacama;3302;Alto del Carmen;Rural;Indeterminado;B;1
1;Tarapacá;1107;Alto Hospicio;Urbana;Indeterminado;B;1
2;Antofagasta;2101;Antofagasta;Urbana;Indeterminado;B;6
15;Arica y Parinacota;15101;Arica;Urbana;Indeterminado;B;1
2;Antofagasta;2201;Calama;Urbana;Indeterminado;B;3
10;Los Lagos;10102;Calbuco;Mixta;Indeterminado;B;1
3;Atacama;3102;Caldera;Rural;Indeterminado;B;1
5;Valparaíso;5502;Calera;Urbana;Indeterminado;B;1
5;Valparaíso;5102;Casablanca;Mixta;Indeterminado;B;2
16;Ñuble;16101;Chillán;Urbana;Indeterminado;B;1
11;Aysén del General Carlos Ibáñez del Campo;11301;Cochrane;Rural;Indeterminado;B;1
13;Metropolitana de Santiago;13301;Colina;Urbana;Indeterminado;B;2
8;Biobío;8101;Concepción;Urbana;Indeterminado;B;1
3;Atacama;3101;Copiapó;Urbana;Indeterminado;B;2
4;Coquimbo;4102;Coquimbo;Urbana;Indeterminado;B;3
11;Aysén del General Carlos Ibáñez del Campo;11101;Coyhaique;Urbana;Indeterminado;B;2
9;La Araucanía;9104;Curarrehue;Rural;Indeterminado;B;1
7;Maule;7301;Curicó;Urbana;Indeterminado;B;5
13;Metropolitana de Santiago;13105;El Bosque;Urbana;Indeterminado;B;2
13;Metropolitana de Santiago;13106;Estación Central;Urbana;Indeterminado;B;6
5;Valparaíso;5503;Hijuelas;Mixta;Indeterminado;B;1
13;Metropolitana de Santiago;13108;Independencia;Urbana;Indeterminado;B;2
13;Metropolitana de Santiago;13109;La Cisterna;Urbana;Indeterminado;B;1
13;Metropolitana de Santiago;13111;La Granja;Urbana;Indeterminado;B;1
13;Metropolitana de Santiago;13113;La Reina;Urbana;Indeterminado;B;2
4;Coquimbo;4101;La Serena;Urbana;Indeterminado;B;1
7;Maule;7401;Linares;Urbana;Indeterminado;B;1
13;Metropolitana de Santiago;13116;Lo Espejo;Urbana;Indeterminado;B;1
13;Metropolitana de Santiago;13117;Lo Prado;Urbana;Indeterminado;B;1
5;Valparaíso;5301;Los Andes;Urbana;Indeterminado;B;1
13;Metropolitana de Santiago;13118;Macul;Urbana;Indeterminado;B;5
13;Metropolitana de Santiago;13119;Maipú;Urbana;Indeterminado;B;4
7;Maule;7304;Molina;Mixta;Indeterminado;B;2
6;Libertador General Bernardo O'Higgins;6305;Nancagua;Mixta;Indeterminado;B;1
9;La Araucanía;9112;Padre Las Casas;Mixta;Indeterminado;B;1
13;Metropolitana de Santiago;13404;Paine;Mixta;Indeterminado;B;1
7;Maule;7404;Parral;Mixta;Indeterminado;B;2
13;Metropolitana de Santiago;13605;Peñaflor;Urbana;Indeterminado;B;3
13;Metropolitana de Santiago;13122;Peñalolén;Urbana;Indeterminado;B;2
6;Libertador General Bernardo O'Higgins;6201;Pichilemu;Rural;Indeterminado;B;1
13;Metropolitana de Santiago;13123;Providencia;Urbana;Indeterminado;B;1
9;La Araucanía;9115;Pucón;Rural;Indeterminado;B;1
10;Los Lagos;10101;Puerto Montt;Urbana;Indeterminado;B;5
4;Coquimbo;4304;Punitaqui;Rural;Indeterminado;B;1
12;Magallanes y de la Antártica Chilena;12101;Punta Arenas;Urbana;Indeterminado;B;1
5;Valparaíso;5801;Quilpué;Urbana;Indeterminado;B;1
6;Libertador General Bernardo O'Higgins;6101;Rancagua;Urbana;Indeterminado;B;2
13;Metropolitana de Santiago;13127;Recoleta;Urbana;Indeterminado;B;2
9;La Araucanía;9116;Saavedra;Rural;Indeterminado;B;1
5;Valparaíso;5601;San Antonio;Urbana;Indeterminado;B;1
13;Metropolitana de Santiago;13401;San Bernardo;Urbana;Indeterminado;B;1
5;Valparaíso;5701;San Felipe;Urbana;Indeterminado;B;1
13;Metropolitana de Santiago;13129;San Joaquín;Urbana;Indeterminado;B;2
13;Metropolitana de Santiago;13130;San Miguel;Urbana;Indeterminado;B;1
8;Biobío;8108;San Pedro de la Paz;Urbana;Indeterminado;B;1
13;Metropolitana de Santiago;13131;San Ramón;Urbana;Indeterminado;B;2
5;Valparaíso;5706;Santa María;Mixta;Indeterminado;B;2
13;Metropolitana de Santiago;13101;Santiago;Urbana;Indeterminado;B;15
9;La Araucanía;9101;Temuco;Urbana;Indeterminado;B;2
7;Maule;7308;Teno;Rural;Indeterminado;B;2
13;Metropolitana de Santiago;13132;Vitacura;Urbana;Indeterminado;B;1
5;Valparaíso;5109;Viña del Mar;Urbana;Indeterminado;B;4
1;Tarapacá;1107;Alto Hospicio;Urbana;Indeterminado;C;1
9;La Araucanía;9201;Angol;Urbana;Indeterminado;C;1
2;Antofagasta;2101;Antofagasta;Urbana;Indeterminado;C;5
15;Arica y Parinacota;15101;Arica;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13402;Buin;Urbana;Indeterminado;C;3
2;Antofagasta;2201;Calama;Urbana;Indeterminado;C;3
5;Valparaíso;5502;Calera;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13102;Cerrillos;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13103;Cerro Navia;Urbana;Indeterminado;C;1
6;Libertador General Bernardo O'Higgins;6303;Chimbarongo;Rural;Indeterminado;C;1
13;Metropolitana de Santiago;13301;Colina;Urbana;Indeterminado;C;8
8;Biobío;8101;Concepción;Urbana;Indeterminado;C;3
13;Metropolitana de Santiago;13104;Conchalí;Urbana;Indeterminado;C;4
5;Valparaíso;5103;Concón;Mixta;Indeterminado;C;1
7;Maule;7102;Constitución;Mixta;Indeterminado;C;1
3;Atacama;3101;Copiapó;Urbana;Indeterminado;C;3
4;Coquimbo;4102;Coquimbo;Urbana;Indeterminado;C;1
11;Aysén del General Carlos Ibáñez del Campo;11101;Coyhaique;Urbana;Indeterminado;C;1
7;Maule;7301;Curicó;Urbana;Indeterminado;C;2
13;Metropolitana de Santiago;13105;El Bosque;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13106;Estación Central;Urbana;Indeterminado;C;7
8;Biobío;8105;Hualqui;Mixta;Indeterminado;C;1
13;Metropolitana de Santiago;13108;Independencia;Urbana;Indeterminado;C;2
5;Valparaíso;5201;Isla de Pascua;Rural;Indeterminado;C;1
5;Valparaíso;5504;La Cruz;Mixta;Indeterminado;C;1
13;Metropolitana de Santiago;13110;La Florida;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13111;La Granja;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13302;Lampa;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13114;Las Condes;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13117;Lo Prado;Urbana;Indeterminado;C;1
8;Biobío;8301;Los Angeles;Urbana;Indeterminado;C;1
6;Libertador General Bernardo O'Higgins;6108;Machalí;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13118;Macul;Urbana;Indeterminado;C;4
13;Metropolitana de Santiago;13119;Maipú;Urbana;Indeterminado;C;3
10;Los Lagos;10301;Osorno;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13404;Paine;Mixta;Indeterminado;C;1
7;Maule;7404;Parral;Mixta;Indeterminado;C;1
13;Metropolitana de Santiago;13121;Pedro Aguirre Cerda;Urbana;Indeterminado;C;1
7;Maule;7106;Pelarco;Rural;Indeterminado;C;1
13;Metropolitana de Santiago;13123;Providencia;Urbana;Indeterminado;C;3
13;Metropolitana de Santiago;13124;Pudahuel;Urbana;Indeterminado;C;2
13;Metropolitana de Santiago;13201;Puente Alto;Urbana;Indeterminado;C;1
10;Los Lagos;10101;Puerto Montt;Urbana;Indeterminado;C;1
12;Magallanes y de la Antártica Chilena;12101;Punta Arenas;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13125;Quilicura;Urbana;Indeterminado;C;1
6;Libertador General Bernardo O'Higgins;6114;Quinta de Tilcoco;Mixta;Indeterminado;C;1
13;Metropolitana de Santiago;13126;Quinta Normal;Urbana;Indeterminado;C;4
6;Libertador General Bernardo O'Higgins;6101;Rancagua;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13127;Recoleta;Urbana;Indeterminado;C;1
4;Coquimbo;4204;Salamanca;Rural;Indeterminado;C;1
13;Metropolitana de Santiago;13401;San Bernardo;Urbana;Indeterminado;C;3
6;Libertador General Bernardo O'Higgins;6301;San Fernando;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13129;San Joaquín;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13130;San Miguel;Urbana;Indeterminado;C;1
13;Metropolitana de Santiago;13101;Santiago;Urbana;Indeterminado;C;11
13;Metropolitana de Santiago;13601;Talagante;Urbana;Indeterminado;C;2
9;La Araucanía;9120;Villarrica;Mixta;Indeterminado;C;1
5;Valparaíso;5109;Viña del Mar;Urbana;Indeterminado;C;4
2;Antofagasta;2101;Antofagasta;Urbana;Indeterminado;D;5
15;Arica y Parinacota;15101;Arica;Urbana;Indeterminado;D;3
2;Antofagasta;2201;Calama;Urbana;Indeterminado;D;5
16;Ñuble;16101;Chillán;Urbana;Indeterminado;D;1
13;Metropolitana de Santiago;13301;Colina;Urbana;Indeterminado;D;8
13;Metropolitana de Santiago;13104;Conchalí;Urbana;Indeterminado;D;4
3;Atacama;3101;Copiapó;Urbana;Indeterminado;D;2
4;Coquimbo;4102;Coquimbo;Urbana;Indeterminado;D;1
11;Aysén del General Carlos Ibáñez del Campo;11101;Coyhaique;Urbana;Indeterminado;D;1
7;Maule;7301;Curicó;Urbana;Indeterminado;D;1
13;Metropolitana de Santiago;13105;El Bosque;Urbana;Indeterminado;D;1
5;Valparaíso;5604;El Quisco;Mixta;Indeterminado;D;1
13;Metropolitana de Santiago;13106;Estación Central;Urbana;Indeterminado;D;7
13;Metropolitana de Santiago;13108;Independencia;Urbana;Indeterminado;D;4
1;Tarapacá;1101;Iquique;Urbana;Indeterminado;D;2
13;Metropolitana de Santiago;13109;La Cisterna;Urbana;Indeterminado;D;1
13;Metropolitana de Santiago;13110;La Florida;Urbana;Indeterminado;D;2
